City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,ta`u,-14.2336,-169.5144,26.88,76,2,2.47,AS,1687227036
367,pilar do sul,-23.8131,-47.7164,10.68,96,43,2.56,BR,1687227358
368,preobrazheniye,42.9019,133.9064,20.49,59,80,4.84,RU,1687227022
369,kisangani,0.5167,25.2,21.01,99,100,0.44,CD,1687227359
370,kone,-21.0595,164.8658,26.6,47,11,1.86,NC,1687227359
371,tamanrasset,22.785,5.5228,23.95,25,40,1.03,DZ,1687227359
372,cabedelo,-6.9811,-34.8339,24.37,84,11,4.31,BR,1687227360
373,malakanagiri,18.35,81.9,32.42,56,20,0.8,IN,1687227360
374,turabah,21.2141,41.6331,27.16,24,89,1.62,SA,1687227360
375,bereznik,62.8551,42.7072,6.24,67,83,3.43,RU,1687227361
376,haikou,20.0458,110.3417,32.07,70,20,4.0,CN,1687227361
377,pitimbu,-7.4706,-34.8086,24.33,85,26,3.01,BR,1687227361
378,letlhakeng,-24.0944,25.0298,8.12,40,0,4.04,BW,1687227361
379,pacific grove,36.6177,-121.9166,19.97,75,0,7.15,US,1687227091
380,murzuq,25.9155,13.9184,25.96,17,0,4.98,LY,1687227362
381,gonabad,34.3529,58.6837,30.04,23,20,8.23,IR,1687227362
382,carnarvon,-24.8667,113.6333,19.16,65,0,5.18,AU,1687227117
383,edson,53.5835,-116.4356,8.08,93,100,5.14,CA,1687227363
384,flying fish cove,-10.4217,105.6791,26.82,89,75,3.6,CX,1687227039
385,beohari,24.05,81.3833,33.46,43,14,3.44,IN,1687227363
386,dean funes,-30.4204,-64.3498,10.71,80,100,2.32,AR,1687227364
387,felipe carrillo puerto,19.5833,-88.05,26.11,79,0,1.73,MX,1687227364
388,mount gambier,-37.8333,140.7667,9.82,61,100,1.99,AU,1687227184
389,mandalgovi,45.7625,106.2708,22.38,26,0,2.38,MN,1687227365
390,garissa,-0.4536,39.6401,23.54,83,71,5.07,KE,1687227365
391,ormara,25.2088,64.6357,28.46,77,55,4.65,PK,1687227366
392,tabuk,17.4189,121.4443,30.74,64,62,1.7,PH,1687227366
393,kokubu-matsuki,31.7333,130.7667,28.74,65,75,4.12,JP,1687227366
394,siwa oasis,29.2041,25.5195,23.86,56,0,3.58,EG,1687227366
395,dryden,49.7833,-92.7503,25.16,57,0,3.09,CA,1687227367
396,rio grande,-32.035,-52.0986,13.7,89,100,4.6,BR,1687227125
397,aleg,17.0481,-13.9209,29.65,45,46,5.11,MR,1687227367
398,el dorado,38.7666,-120.5177,17.86,41,0,0.89,US,1687226785
399,tongchuan,35.0806,109.0897,27.09,41,80,0.87,CN,1687227368
400,sidney,-33.8679,151.2073,15.43,40,0,4.12,AU,1687227259
401,olinda,-8.0089,-34.8553,23.85,94,100,2.57,BR,1687227369
402,road town,18.4167,-64.6167,28.05,78,40,3.6,VG,1687227369
403,sur,22.5667,59.5289,30.99,59,61,1.43,OM,1687227181
404,timbuktu,16.7735,-3.0074,34.55,14,4,5.31,ML,1687227370
405,princeville,45.7668,-61.2985,9.8,93,100,4.63,CA,1687227080
406,kampong speu,11.5,104.3333,30.32,67,32,2.84,KH,1687227370
407,maturin,9.75,-63.1767,23.57,90,46,2.52,VE,1687227079
408,jetalsar,21.7,70.5833,29.34,61,98,4.43,IN,1687227371
409,bu'aale,1.0833,42.5833,21.63,97,92,2.27,SO,1687227371
410,hotan,37.0997,79.9269,29.92,15,0,0.57,CN,1687227372
411,brisas de zicatela,15.8369,-97.0419,30.29,70,40,1.03,MX,1687227372
412,montlucon,46.3333,2.6,15.39,96,89,1.67,FR,1687227372
413,sandnessjoen,66.0217,12.6316,16.29,59,99,6.37,NO,1687226976
414,pau brasil,-15.4642,-39.6511,17.85,98,38,0.69,BR,1687227373
415,pauini,-7.7136,-66.9764,23.63,73,75,0.74,BR,1687227373
416,ambon,-3.6954,128.1814,32.08,81,40,1.54,ID,1687227079
417,kashgar,39.4547,75.9797,27.56,21,0,6.0,CN,1687227374
418,buncrana,55.1333,-7.45,12.71,94,43,2.01,IE,1687227374
419,howrah,22.5892,88.3103,31.0,84,40,5.14,IN,1687227374
420,dalnegorsk,44.5604,135.5701,27.11,38,100,2.47,RU,1687227374
421,antonio enes,-16.2325,39.9086,21.62,84,0,1.22,MZ,1687227090
422,port sudan,19.6175,37.2164,29.82,69,55,4.38,SD,1687227375
423,sept-iles,50.2001,-66.3821,13.0,84,75,1.54,CA,1687227375
424,arrifes,37.7667,-25.7,17.14,88,40,0.0,PT,1687227376
425,siran,40.1894,39.1267,12.72,93,100,0.74,TR,1687227376
426,santa vitoria do palmar,-33.5189,-53.3681,11.58,89,100,1.62,BR,1687227377
427,i-n-salah,27.1935,2.4607,34.97,9,2,3.35,DZ,1687227377
428,palmer,42.1584,-72.3287,18.75,68,75,3.09,US,1687227162
429,solnechnyy,50.7214,136.6319,24.84,42,83,2.72,RU,1687227378
430,ziro,27.6333,93.8333,13.41,100,100,0.64,IN,1687227379
431,primero de mayo,-32.2552,-58.4228,10.86,51,91,2.79,AR,1687227148
432,mhamid,29.82,-5.72,26.02,30,0,3.35,MA,1687227379
433,kangding,30.0513,101.9603,16.28,52,94,2.59,CN,1687227380
434,barsana,27.65,77.3833,29.34,69,91,4.33,IN,1687227380
435,dabola,10.75,-11.1167,22.61,95,100,1.06,GN,1687227380
436,benjamin constant,-4.3831,-70.0311,25.07,76,100,0.49,BR,1687227381
437,balqash,46.8481,74.995,23.33,53,40,7.0,KZ,1687227381
438,bandon,51.7469,-8.7425,13.77,96,100,1.03,IE,1687227366
439,ha'il,27.5219,41.6907,27.01,26,0,0.0,SA,1687227382
440,abepura,-2.6333,140.5833,30.45,62,40,3.09,ID,1687227382
441,taoudenni,22.6783,-3.9836,34.65,11,0,5.3,ML,1687227382
442,port arthur,38.8,121.2667,19.12,93,100,6.4,CN,1687227377
443,ouro preto do oeste,-10.7481,-62.2158,22.1,78,0,1.17,BR,1687227215
444,pisco,-13.7,-76.2167,20.03,77,100,2.57,PE,1687227164
445,lompoc,34.6391,-120.4579,20.99,70,0,4.02,US,1687227010
446,prado,-17.3411,-39.2208,21.49,78,1,4.6,BR,1687227384
447,giado,31.9582,12.0203,21.47,37,0,4.95,LY,1687227384
448,dhidhdhoo,6.8833,73.1,28.92,75,94,7.06,MV,1687227064
449,kokopo,-4.352,152.2633,29.42,69,87,6.57,PG,1687227385
450,takoradi,4.8845,-1.7554,25.23,91,100,4.27,GH,1687227341
451,north bend,43.4065,-124.2243,15.13,72,20,3.6,US,1687227084
452,agdam,39.991,46.9274,19.48,80,85,1.01,AZ,1687227385
453,uglegorsk,49.0833,142.0333,12.33,78,38,4.15,RU,1687227386
454,salbris,47.4242,2.0512,18.38,96,99,2.6,FR,1687227386
455,bodo,67.28,14.405,18.76,66,0,6.69,NO,1687227010
456,tangalle,6.024,80.7911,27.09,80,84,5.38,LK,1687227387
457,daru,-9.0763,143.2092,27.33,69,73,5.33,PG,1687227015
458,waiuku,-37.25,174.75,17.92,84,65,0.97,NZ,1687227387
459,polyany,54.7122,39.8231,10.31,74,20,2.25,RU,1687227388
460,tolanaro,-25.0319,46.9987,16.51,86,0,4.81,MG,1687227388
461,christchurch,-43.5333,172.6333,13.28,85,40,5.14,NZ,1687227078
462,hamina,60.5697,27.1979,18.6,63,66,2.9,FI,1687227388
463,gao,16.6362,1.637,31.61,37,94,3.84,ML,1687227389
464,santyoku,37.4406,129.1708,23.06,64,100,5.59,KR,1687227389
465,al kharijah,25.4514,30.5464,24.59,25,0,3.92,EG,1687227047
466,challakere,14.3167,76.65,25.33,72,100,4.37,IN,1687227390
467,dongola,19.1667,30.4833,32.72,17,14,9.33,SD,1687227390
468,nemuro,43.3236,145.575,12.39,78,53,1.66,JP,1687227051
469,porto novo,6.4965,2.6036,24.88,92,99,2.35,BJ,1687227106
470,borgarnes,64.5383,-21.9206,10.03,91,100,4.24,IS,1687227391
471,kavaratti,10.5669,72.642,28.69,76,100,5.76,IN,1687227391
472,okha,53.5739,142.9478,11.63,77,23,4.4,RU,1687226970
473,siatista,40.2619,21.5442,15.29,76,0,1.65,GR,1687227392
474,saldanha,-33.0117,17.9442,12.84,68,58,3.76,ZA,1687227392
475,igarka,67.4667,86.5833,3.48,95,100,2.97,RU,1687227083
476,kasane,-17.8167,25.15,11.55,48,0,1.38,BW,1687227392
477,aripuana,-9.1667,-60.6333,24.73,63,33,0.14,BR,1687227393
478,kedrovyy,56.1667,91.8167,16.23,53,100,3.0,RU,1687227137
479,puerto aysen,-45.4,-72.7,-2.47,93,18,1.31,CL,1687227058
480,richards bay,-28.783,32.0377,18.75,72,100,5.98,ZA,1687226861
481,newport,51.5877,-2.9984,17.05,88,100,0.89,GB,1687227394
482,brokopondo,4.75,-55.1667,24.93,87,83,2.52,SR,1687227394
483,gualeguaychu,-33.0094,-58.5172,10.5,82,95,3.08,AR,1687227395
484,lasem,-6.6922,111.4527,28.76,68,43,2.06,ID,1687227395
485,laurel,39.0993,-76.8483,25.96,75,40,4.12,US,1687227395
486,saint-pierre,-21.3393,55.4781,20.82,56,75,3.6,RE,1687227396
487,ndele,8.4109,20.6473,21.09,97,100,1.51,CF,1687227396
488,namdrik,5.5994,168.1028,27.59,75,94,2.17,MH,1687227396
489,tazovsky,67.4667,78.7,2.71,88,100,3.08,RU,1687227016
490,veseloyarsk,51.2836,81.1056,23.23,54,98,7.82,RU,1687227397
491,makokou,0.5738,12.8642,21.02,99,100,1.11,GA,1687227397
492,nakasongola,1.3089,32.4564,17.41,96,53,1.14,UG,1687227398
493,antalaha,-14.9003,50.2788,20.75,78,100,3.31,MG,1687227080
494,sao raimundo das mangabeiras,-7.0219,-45.4811,24.45,47,13,0.84,BR,1687227398
495,lauro de freitas,-12.8944,-38.3272,26.01,73,100,7.2,BR,1687227399
496,vorkuta,67.5,64.0,4.33,75,100,4.93,RU,1687227092
497,tomatlan,19.9333,-105.25,26.96,60,9,1.96,MX,1687227401
498,chipinge,-20.1883,32.6236,12.59,35,0,1.27,ZW,1687227108
499,mili,6.0815,171.735,27.73,78,79,3.4,MH,1687227187
500,general villegas,-35.0328,-63.0125,9.57,90,100,3.16,AR,1687227402
501,matadi,-5.8167,13.45,19.52,95,20,1.44,CD,1687227402
502,karratha,-20.7377,116.8463,18.05,90,100,6.16,AU,1687227403
503,borogontsy,62.6683,131.1683,15.94,87,100,2.76,RU,1687227403
504,rio pomba,-21.2747,-43.1792,13.17,89,0,1.43,BR,1687227403
505,tolu viejo,9.4508,-75.4386,26.34,85,20,2.35,CO,1687227403
506,babolsar,36.7025,52.6576,23.75,73,0,0.55,IR,1687227404
507,quinhamel,11.8833,-15.85,26.14,84,88,3.72,GW,1687227404
508,yanqul,23.5905,56.5501,30.98,21,42,0.45,OM,1687227405
509,odate,40.2686,140.5683,24.08,38,75,1.54,JP,1687227405
510,bandar abbas,27.1865,56.2808,30.99,84,20,2.06,IR,1687227405
511,dawei,14.0833,98.2,27.24,83,99,2.28,MM,1687227406
512,weiser,44.251,-116.9693,14.37,60,9,1.58,US,1687227406
513,shima,24.4478,117.8111,33.01,71,100,2.66,CN,1687227406
514,scherpenzeel,52.833,5.8751,18.33,80,100,3.19,NL,1687227407
515,bikenibeu village,1.3673,173.1241,29.98,74,75,2.06,KI,1687227407
516,floresville,29.1336,-98.1561,35.53,61,18,6.54,US,1687227407
517,luba,3.4568,8.5547,25.94,88,100,3.1,GQ,1687227407
518,lintong,34.378,109.2089,25.38,36,95,1.5,CN,1687227408
519,dickinson,29.4608,-95.0513,31.18,84,20,4.12,US,1687227366
520,verkhnevilyuysk,63.4453,120.3167,10.93,89,100,4.28,RU,1687227409
521,horodenka,48.6727,25.5016,12.95,94,58,2.18,UA,1687227409
522,sydney,-33.8679,151.2073,15.43,41,0,4.12,AU,1687227084
523,katsuren-haebaru,26.3369,127.8719,30.21,74,75,4.12,JP,1687227409
524,lagos,6.5833,3.75,24.3,96,100,0.72,NG,1687227083
525,bonthe,7.5264,-12.505,24.79,89,27,2.23,SL,1687227410
526,hirara,24.8,125.2833,29.92,89,75,9.77,JP,1687227410
527,rabigh,22.7986,39.0349,28.98,69,36,1.82,SA,1687227411
528,torres,-29.3353,-49.7269,12.13,86,100,2.08,BR,1687227411
529,isangel,-19.55,169.2667,26.06,57,75,7.72,VU,1687227411
530,bac kan,22.1333,105.8333,29.41,77,99,1.11,VN,1687227411
531,balikpapan,-1.2675,116.8289,24.55,100,75,4.63,ID,1687227412
532,nefteyugansk,61.0998,72.6035,6.54,93,100,15.44,RU,1687227412
533,labrador city,52.9463,-66.9114,12.7,63,100,1.2,CA,1687226996
534,gemena,3.25,19.7667,21.04,99,100,0.93,CD,1687227413
535,rizokarpaso,35.6,34.375,22.21,80,0,6.98,CY,1687227413
536,black point,-34.6187,137.8972,12.46,62,89,4.36,AU,1687227413
537,fukuecho,32.6881,128.8419,26.2,73,75,3.6,JP,1687227414
538,ouadda,8.0777,22.4007,20.36,98,100,1.28,CF,1687227070
539,alba,52.0324,23.1165,14.77,90,91,1.96,PL,1687227414
540,gazojak,41.1875,61.4036,25.8,44,0,2.7,TM,1687227414
541,genhe,50.7833,121.5167,18.77,74,100,1.92,CN,1687227415
542,pemagatshel,27.038,91.4031,19.07,98,99,0.34,BT,1687227415
543,verdal,63.7933,11.4817,20.02,72,87,1.67,NO,1687227415
544,timimoun,29.2639,0.231,30.21,10,0,5.14,DZ,1687227416
545,santa terezinha,-29.9002,-50.0904,14.29,82,100,4.88,BR,1687227177
546,nanyamba,-10.6833,39.8333,17.41,98,1,1.17,TZ,1687227416
547,kenai,60.5544,-151.2583,18.05,72,100,6.69,US,1687227141
548,san antonio de pale,-1.4014,5.6325,24.54,77,99,7.16,GQ,1687227002
549,mansa,29.9833,75.3833,34.3,45,3,2.86,IN,1687227417
550,ontario,34.0633,-117.6509,24.26,68,75,6.69,US,1687227418
551,al mahallah al kubra,30.9745,31.165,19.84,88,1,2.38,EG,1687227418
552,kayangel,8.0823,134.7173,28.8,75,28,3.86,PW,1687227124
553,ondjiva,-17.0667,15.7333,12.16,25,15,2.24,AO,1687227419
554,guapiles,10.2159,-83.7866,27.38,97,100,0.97,CR,1687227419
555,buka,40.8108,69.1986,26.37,40,41,1.83,UZ,1687227419
556,malango,-2.9627,119.9001,23.92,83,97,1.23,ID,1687227096
557,manacapuru,-3.2997,-60.6206,23.77,93,26,1.17,BR,1687227420
558,paka,4.6374,103.4368,29.96,74,20,1.54,MY,1687227420
559,mizusawa,39.1333,141.1333,23.18,55,100,0.28,JP,1687227420
560,khandyga,62.6667,135.6,21.7,51,100,5.09,RU,1687227421
561,shimanovsk,52.0,127.7,19.5,80,100,5.91,RU,1687227114
562,haiku-pauwela,20.9219,-156.3051,28.01,58,20,8.75,US,1687227022
563,matoury,4.8483,-52.3317,24.98,94,75,2.57,GF,1687227425
564,island harbour,50.724,-1.2758,17.22,90,100,2.24,GB,1687227425
565,fort st. john,56.2499,-120.8529,16.93,43,83,4.36,CA,1687227085
566,rongelap,11.1635,166.8941,27.96,78,84,6.34,MH,1687227123
567,zhongshu,24.5167,103.7667,20.29,88,100,1.49,CN,1687227426
